ISIN,FISN,CFI,DTI,Linked DTI(s),DTI Long Name,DTI Short Name,DTI Status,Type,Added Date,Amended Date
XTD33FTFSX22,AFREUM STABLE IDR/SIDR,TMXXXX,D33FTFSX2,1G7Z6TH24,AFREUM STABLE IDR,SIDR,Provisional,Referential Instrument,2/14/25,2/14/25
XT76QNDCS9G6,AFREUM STABLE ILS/SILS,TMXXXX,76QNDCS9G,JCV2KV911,AFREUM STABLE ILS,SILS,Provisional,Referential Instrument,2/14/25,2/14/25
XTJXFRQ2LS65,AFREUM STABLE INR/SINR,TMXXXX,JXFRQ2LS6,SFHGMDSR5,AFREUM STABLE INR,SINR,Provisional,Referential Instrument,2/14/25,2/14/25
XTC5F8LP6TT4,AFREUM STABLE IQD/SIQD,TMXXXX,C5F8LP6TT,GR45L3S73,AFREUM STABLE IQD,SIQD,Provisional,Referential Instrument,2/14/25,2/14/25
XT4F32NMGSR7,AFREUM STABLE IRR/SIRR,TMXXXX,4F32NMGSR,F0S5Q8B63,AFREUM STABLE IRR,SIRR,Provisional,Referential Instrument,2/14/25,2/14/25
XTDD66FK8KS0,AFREUM STABLE ISK/SISK,TMXXXX,DD66FK8KS,HLG5F3MRM,AFREUM STABLE ISK,SISK,Provisional,Referential Instrument,2/14/25,2/14/25
XTM788V9L887,AFREUM STABLE JMD/SJMD,TMXXXX,M788V9L88,C58DSD0DS,AFREUM STABLE JMD,SJMD,Provisional,Referential Instrument,2/14/25,2/14/25
XTQR9LKGGX39,AFREUM STABLE JOD/SJOD,TMXXXX,QR9LKGGX3,KWQ4G7CJ8,AFREUM STABLE JOD,SJOD,Provisional,Referential Instrument,2/14/25,2/14/25
XTQJ0RKC0X20,AFREUM STABLE JPY/SJPY,TMXXXX,QJ0RKC0X2,SCGJ000V6,AFREUM STABLE JPY,SJPY,Provisional,Referential Instrument,2/14/25,2/14/25
XT99LFXZPRR6,AFREUM STABLE KES/SKES,TMXXXX,99LFXZPRR,F651T1H5G,AFREUM STABLE KES,SKES,Provisional,Referential Instrument,2/14/25,2/14/25
XTQGK6HJX4S7,AFREUM STABLE KGS/SKGS,TMXXXX,QGK6HJX4S,LB80876C2,AFREUM STABLE KGS,SKGS,Provisional,Referential Instrument,2/14/25,2/14/25
XT1RXFNZMV35,AFREUM STABLE KHR/SKHR,TMXXXX,1RXFNZMV3,G2TZXGDWP,AFREUM STABLE KHR,SKHR,Provisional,Referential Instrument,2/14/25,2/14/25
XT57KG22S470,AFREUM STABLE KMF/SKMF,TMXXXX,57KG22S47,SZDV9MN5L,AFREUM STABLE KMF,SKMF,Provisional,Referential Instrument,2/14/25,2/14/25
XTLV9CS76WW9,AFREUM STABLE KPW/SKPW,TMXXXX,LV9CS76WW,7VTLKF0SP,AFREUM STABLE KPW,SKPW,Provisional,Referential Instrument,2/14/25,2/14/25
XTQB4LQ1DCR2,AFREUM STABLE KRW/SKRW,TMXXXX,QB4LQ1DCR,JK3HPFMWD,AFREUM STABLE KRW,SKRW,Provisional,Referential Instrument,2/14/25,2/14/25
XTVNWQZ025Z8,AFREUM STABLE KWD/SKWD,TMXXXX,VNWQZ025Z,X80TDN5SX,AFREUM STABLE KWD,SKWD,Provisional,Referential Instrument,2/14/25,2/14/25
XT4CV6WHNM95,AFREUM STABLE KYD/SKYD,TMXXXX,4CV6WHNM9,JMFSF53SS,AFREUM STABLE KYD,SKYD,Provisional,Referential Instrument,2/14/25,2/14/25
XTW6JXPMX9D7,AFREUM STABLE KZT/SKZT,TMXXXX,W6JXPMX9D,K4QB4C4MJ,AFREUM STABLE KZT,SKZT,Provisional,Referential Instrument,2/14/25,2/14/25
XTDVTJF80L03,AFREUM STABLE LAK/SLAK,TMXXXX,DVTJF80L0,QKFMWK2RP,AFREUM STABLE LAK,SLAK,Provisional,Referential Instrument,2/14/25,2/14/25
XTXLM66MCXJ2,AFREUM STABLE LBP/SLBP,TMXXXX,XLM66MCXJ,C608G1VFR,AFREUM STABLE LBP,SLBP,Provisional,Referential Instrument,2/14/25,2/14/25
XT6WNKTK94P5,AFREUM STABLE LKR/SLKR,TMXXXX,6WNKTK94P,MRT0NS181,AFREUM STABLE LKR,SLKR,Provisional,Referential Instrument,2/14/25,2/14/25
XTB1XQFSVKM5,AFREUM STABLE LRD/SLRD,TMXXXX,B1XQFSVKM,KRMN05SQP,AFREUM STABLE LRD,SLRD,Provisional,Referential Instrument,2/14/25,2/14/25
XTV91QR1LVH3,AFREUM STABLE LSL/SLSL,TMXXXX,V91QR1LVH,QCLKJLQWP,AFREUM STABLE LSL,SLSL,Provisional,Referential Instrument,2/14/25,2/14/25
XTJ5W8XW4469,AFREUM STABLE LYD/SLYD,TMXXXX,J5W8XW446,MHS2CP5SR,AFREUM STABLE LYD,SLYD,Provisional,Referential Instrument,2/14/25,2/14/25
XT9C27RL1R53,AFREUM STABLE MAD/SMAD,TMXXXX,9C27RL1R5,66CX9CCBZ,AFREUM STABLE MAD,SMAD,Provisional,Referential Instrument,2/14/25,2/14/25
XTBXT9DJ5563,AFREUM STABLE MDL/SMDL,TMXXXX,BXT9DJ556,1NPH7TSZS,AFREUM STABLE MDL,SMDL,Provisional,Referential Instrument,2/14/25,2/14/25
XT9TQLJF8LR7,AFREUM STABLE MGA/SMGA,TMXXXX,9TQLJF8LR,X0DNTHQ5L,AFREUM STABLE MGA,SMGA,Provisional,Referential Instrument,2/14/25,2/14/25
XT8FK81BW6G5,AFREUM STABLE MKD/SMKD,TMXXXX,8FK81BW6G,4MFHK92XD,AFREUM STABLE MKD,SMKD,Provisional,Referential Instrument,2/14/25,2/14/25
XT6DDKVBP9K0,AFREUM STABLE MMK/SMMK,TMXXXX,6DDKVBP9K,WPR0Q24WT,AFREUM STABLE MMK,SMMK,Provisional,Referential Instrument,2/14/25,2/14/25
XT7K598946X4,AFREUM STABLE MNT/SMNT,TMXXXX,7K598946X,JLTZF0ZGC,AFREUM STABLE MNT,SMNT,Provisional,Referential Instrument,2/14/25,2/14/25
XTJM9335XK21,AFREUM STABLE MOP/SMOP,TMXXXX,JM9335XK2,H67T0R1NB,AFREUM STABLE MOP,SMOP,Provisional,Referential Instrument,2/14/25,2/14/25
XTHJ01KHVDZ8,AFREUM STABLE MRU/SMRU,TMXXXX,HJ01KHVDZ,MCNG5QGRX,AFREUM STABLE MRU,SMRU,Provisional,Referential Instrument,2/14/25,2/14/25
XTQ7TLML24F6,AFREUM STABLE MUR/SMUR,TMXXXX,Q7TLML24F,5QW36BQK1,AFREUM STABLE MUR,SMUR,Provisional,Referential Instrument,2/14/25,2/14/25
XT9QBCBCBX88,AFREUM STABLE MVR/SMVR,TMXXXX,9QBCBCBX8,5HS7NB85D,AFREUM STABLE MVR,SMVR,Provisional,Referential Instrument,2/14/25,2/14/25
XT45G00S09B0,AFREUM STABLE MWK/SMWK,TMXXXX,45G00S09B,7W8TWSWKK,AFREUM STABLE MWK,SMWK,Provisional,Referential Instrument,2/14/25,2/14/25
XTWHL5P994C8,AFREUM STABLE MXN/SMXN,TMXXXX,WHL5P994C,3XJQ6H2H8,AFREUM STABLE MXN,SMXN,Provisional,Referential Instrument,2/14/25,2/14/25
XT60ZVLJSMZ2,AFREUM STABLE MYR/SMYR,TMXXXX,60ZVLJSMZ,T0Z7P32CR,AFREUM STABLE MYR,SMYR,Provisional,Referential Instrument,2/14/25,2/14/25
XTX431DLKTF0,AFREUM STABLE MZN/SMZN,TMXXXX,X431DLKTF,QTRZ166JG,AFREUM STABLE MZN,SMZN,Provisional,Referential Instrument,2/14/25,2/14/25
XTQFNF59MNR8,AFREUM STABLE NAD/SNAD,TMXXXX,QFNF59MNR,3MHSLZ3SX,AFREUM STABLE NAD,SNAD,Provisional,Referential Instrument,2/14/25,2/14/25
XTQ59NGCGJJ0,AFREUM STABLE NGN/SNGN,TMXXXX,Q59NGCGJJ,X9VFJ4V65,AFREUM STABLE NGN,SNGN,Provisional,Referential Instrument,2/14/25,2/14/25
XTPKXXZLP600,AFREUM STABLE NIO/SNIO,TMXXXX,PKXXZLP60,KXFW9W7B6,AFREUM STABLE NIO,SNIO,Provisional,Referential Instrument,2/14/25,2/14/25
XTJXWVW3B5P2,AFREUM STABLE NOK/SNOK,TMXXXX,JXWVW3B5P,KVG4QP1P4,AFREUM STABLE NOK,SNOK,Provisional,Referential Instrument,2/14/25,2/14/25
XT48SKHN2287,AFREUM STABLE NPR/SNPR,TMXXXX,48SKHN228,6KB4GFXG6,AFREUM STABLE NPR,SNPR,Provisional,Referential Instrument,2/14/25,2/14/25
XTT6QCZ9M4D8,AFREUM STABLE NZD/SNZD,TMXXXX,T6QCZ9M4D,FR6786HH2,AFREUM STABLE NZD,SNZD,Provisional,Referential Instrument,2/14/25,2/14/25
XTLHKBB1ZJN0,AFREUM STABLE OMR/SOMR,TMXXXX,LHKBB1ZJN,42HL692HW,AFREUM STABLE OMR,SOMR,Provisional,Referential Instrument,2/14/25,2/14/25
XTKP960X7NB8,AFREUM STABLE PAB/SPAB,TMXXXX,KP960X7NB,9HPQ21D7Q,AFREUM STABLE PAB,SPAB,Provisional,Referential Instrument,2/14/25,2/14/25
XTMGZPDH7TH8,AFREUM STABLE PEN/SPEN,TMXXXX,MGZPDH7TH,HNWNNN9TC,AFREUM STABLE PEN,SPEN,Provisional,Referential Instrument,2/14/25,2/14/25
XT2GKX8G1JF9,AFREUM STABLE PGK/SPGK,TMXXXX,2GKX8G1JF,593KCRB2C,AFREUM STABLE PGK,SPGK,Provisional,Referential Instrument,2/14/25,2/14/25
XT9HHT4FHFF0,AFREUM STABLE PHP/SPHP,TMXXXX,9HHT4FHFF,J340Z369K,AFREUM STABLE PHP,SPHP,Provisional,Referential Instrument,2/14/25,2/14/25
XTZLC9LCHPH5,AFREUM STABLE PKR/SPKR,TMXXXX,ZLC9LCHPH,QFR76W3N1,AFREUM STABLE PKR,SPKR,Provisional,Referential Instrument,2/14/25,2/14/25
XTP5SG5LWW25,AFREUM STABLE PLN/SPLN,TMXXXX,P5SG5LWW2,C2701FVJ2,AFREUM STABLE PLN,SPLN,Provisional,Referential Instrument,2/14/25,2/14/25
XTG2ZKHQF0M7,AFREUM STABLE PYG/SPYG,TMXXXX,G2ZKHQF0M,F5BND751B,AFREUM STABLE PYG,SPYG,Provisional,Referential Instrument,2/14/25,2/14/25
XTWLDVCXKTV5,AFREUM STABLE QAR/SQAR,TMXXXX,WLDVCXKTV,9CNPKCW55,AFREUM STABLE QAR,SQAR,Provisional,Referential Instrument,2/14/25,2/14/25
XTBQ17W7FZ53,AFREUM STABLE RON/SRON,TMXXXX,BQ17W7FZ5,7SQFCF2L1,AFREUM STABLE RON,SRON,Provisional,Referential Instrument,2/14/25,2/14/25
XT10LLHC6P47,AFREUM STABLE RSD/SRSD,TMXXXX,10LLHC6P4,HH7L12PLV,AFREUM STABLE RSD,SRSD,Provisional,Referential Instrument,2/14/25,2/14/25
XT3F7R2SSCX6,AFREUM STABLE RUB/SRUB,TMXXXX,3F7R2SSCX,9FN12922K,AFREUM STABLE RUB,SRUB,Provisional,Referential Instrument,2/14/25,2/14/25
XTQHT9Z19Q15,AFREUM STABLE RWF/SRWF,TMXXXX,QHT9Z19Q1,V87B4J23J,AFREUM STABLE RWF,SRWF,Provisional,Referential Instrument,2/14/25,2/14/25
XTWTD7PT0S27,AFREUM STABLE SAR/SSAR,TMXXXX,WTD7PT0S2,K6JZH3TZ0,AFREUM STABLE SAR,SSAR,Provisional,Referential Instrument,2/14/25,2/14/25
XT4TX6R77XL9,AFREUM STABLE SBD/SSBD,TMXXXX,4TX6R77XL,HG3C09CNC,AFREUM STABLE SBD,SSBD,Provisional,Referential Instrument,2/14/25,2/14/25
XTRLL6KMNHD5,AFREUM STABLE SCR/SSCR,TMXXXX,RLL6KMNHD,NB1RKT4SL,AFREUM STABLE SCR,SSCR,Provisional,Referential Instrument,2/14/25,2/14/25
XTXNB389RGR8,AFREUM STABLE SDG/SSDG,TMXXXX,XNB389RGR,G3GL41LFS,AFREUM STABLE SDG,SSDG,Provisional,Referential Instrument,2/14/25,2/14/25
XTQ0HSJMKMV4,AFREUM STABLE SEK/SSEK,TMXXXX,Q0HSJMKMV,FQQ4XZM98,AFREUM STABLE SEK,SSEK,Provisional,Referential Instrument,2/14/25,2/14/25
XTGNDTS1F7R1,AFREUM STABLE SGD/SSGD,TMXXXX,GNDTS1F7R,64XHWPVRL,AFREUM STABLE SGD,SSGD,Provisional,Referential Instrument,2/14/25,2/14/25
XTWSLBS6P218,AFREUM STABLE SHP/SSHP,TMXXXX,WSLBS6P21,8TDXC9JTZ,AFREUM STABLE SHP,SSHP,Provisional,Referential Instrument,2/14/25,2/14/25
XT6XLK3PSN33,AFREUM STABLE SLL/SSLL,TMXXXX,6XLK3PSN3,1ZFGL0PJZ,AFREUM STABLE SLL,SSLL,Provisional,Referential Instrument,2/14/25,2/14/25
XTC1PCF7HXP1,AFREUM STABLE SOS/SSOS,TMXXXX,C1PCF7HXP,GRRGWT2ZT,AFREUM STABLE SOS,SSOS,Provisional,Referential Instrument,2/14/25,2/14/25
XT3XZWHK66L1,AFREUM STABLE SRD/SSRD,TMXXXX,3XZWHK66L,G6X7XVSNW,AFREUM STABLE SRD,SSRD,Provisional,Referential Instrument,2/14/25,2/14/25
XTLQGKS7K8W1,AFREUM STABLE SSP/SSSP,TMXXXX,LQGKS7K8W,KDBKZ4L89,AFREUM STABLE SSP,SSSP,Provisional,Referential Instrument,2/14/25,2/14/25
XT6FQB5D3JQ4,AFREUM STABLE STN/SSTN,TMXXXX,6FQB5D3JQ,HPKBG5PLB,AFREUM STABLE STN,SSTN,Provisional,Referential Instrument,2/14/25,2/14/25
XTGM0BD7LLP6,AFREUM STABLE SVC/SSVC,TMXXXX,GM0BD7LLP,R157D2N9D,AFREUM STABLE SVC,SSVC,Provisional,Referential Instrument,2/14/25,2/14/25
XTRGHTBLZMF3,AFREUM STABLE SYP/SSYP,TMXXXX,RGHTBLZMF,CWRMRKQRG,AFREUM STABLE SYP,SSYP,Provisional,Referential Instrument,2/14/25,2/14/25
XT6SQ3ZQ05X7,AFREUM STABLE SZL/SSZL,TMXXXX,6SQ3ZQ05X,QCPF66KS0,AFREUM STABLE SZL,SSZL,Provisional,Referential Instrument,2/14/25,2/14/25
XTL2Q1BFW8F6,AFREUM STABLE THB/STHB,TMXXXX,L2Q1BFW8F,NSRBSVFCD,AFREUM STABLE THB,STHB,Provisional,Referential Instrument,2/14/25,2/14/25
XTQP7VNRTR71,AFREUM STABLE TJS/STJS,TMXXXX,QP7VNRTR7,MX24W9R15,AFREUM STABLE TJS,STJS,Provisional,Referential Instrument,2/14/25,2/14/25
XTRPXPH9GQS4,AFREUM STABLE TMT/STMT,TMXXXX,RPXPH9GQS,SL73WHFTW,AFREUM STABLE TMT,STMT,Provisional,Referential Instrument,2/14/25,2/14/25
XTX5LX31FZF2,AFREUM STABLE TND/STND,TMXXXX,X5LX31FZF,JHV7ZQXB7,AFREUM STABLE TND,STND,Provisional,Referential Instrument,2/14/25,2/14/25
XTG0R33991N8,AFREUM STABLE TOP/STOP,TMXXXX,G0R33991N,BSHJLDF4J,AFREUM STABLE TOP,STOP,Provisional,Referential Instrument,2/14/25,2/14/25
XT9FZ1KQR5S7,AFREUM STABLE TRY/STRY,TMXXXX,9FZ1KQR5S,BBX8HQX6F,AFREUM STABLE TRY,STRY,Provisional,Referential Instrument,2/14/25,2/14/25
XTP4NB4XFZ74,AFREUM STABLE TTD/STTD,TMXXXX,P4NB4XFZ7,P0CVC5V9N,AFREUM STABLE TTD,STTD,Provisional,Referential Instrument,2/14/25,2/14/25
XTK7KL16KHQ6,AFREUM STABLE TWD/STWD,TMXXXX,K7KL16KHQ,GDMZVG68T,AFREUM STABLE TWD,STWD,Provisional,Referential Instrument,2/14/25,2/14/25
XTKCL00QV5H1,AFREUM STABLE TZS/STZS,TMXXXX,KCL00QV5H,WQPP9P8HK,AFREUM STABLE TZS,STZS,Provisional,Referential Instrument,2/14/25,2/14/25
XT3KJ0W2RRD7,AFREUM STABLE UAH/SUAH,TMXXXX,3KJ0W2RRD,LLVZM02K3,AFREUM STABLE UAH,SUAH,Provisional,Referential Instrument,2/14/25,2/14/25
XTF46H589RV8,AFREUM STABLE UGX/SUGX,TMXXXX,F46H589RV,FZ3W43J1Q,AFREUM STABLE UGX,SUGX,Provisional,Referential Instrument,2/14/25,2/14/25
XT7DBGQ2GZW8,AFREUM STABLE USD/SUSD,TMXXXX,7DBGQ2GZW,HF86HPF1W,AFREUM STABLE USD,SUSD,Provisional,Referential Instrument,2/14/25,2/14/25
XTDXF1SF2FW9,AFREUM STABLE UYU/SUYU,TMXXXX,DXF1SF2FW,90NC1SGCH,AFREUM STABLE UYU,SUYU,Provisional,Referential Instrument,2/14/25,2/14/25
XT5MK46D8FK5,AFREUM STABLE UZS/SUZS,TMXXXX,5MK46D8FK,LDDNP168V,AFREUM STABLE UZS,SUZS,Provisional,Referential Instrument,2/14/25,2/14/25
XT70J91XGJR2,AFREUM STABLE VES/SVES,TMXXXX,70J91XGJR,PD6TK5B06,AFREUM STABLE VES,SVES,Provisional,Referential Instrument,2/14/25,2/14/25
XTH1V8X0QBB4,AFREUM STABLE VND/SVND,TMXXXX,H1V8X0QBB,R99MC2ZH4,AFREUM STABLE VND,SVND,Provisional,Referential Instrument,2/14/25,2/14/25
XTJ8RB7ZCJ49,AFREUM STABLE VUV/SVUV,TMXXXX,J8RB7ZCJ4,2GP2MR5J2,AFREUM STABLE VUV,SVUV,Provisional,Referential Instrument,2/14/25,2/14/25
XTZ70KV89B02,AFREUM STABLE WST/SWST,TMXXXX,Z70KV89B0,8QNZG8Z00,AFREUM STABLE WST,SWST,Provisional,Referential Instrument,2/14/25,2/14/25
XTDS277GXCN9,AFREUM STABLE XAF/SXAF,TMXXXX,DS277GXCN,B5G1FTVC5,AFREUM STABLE XAF,SXAF,Provisional,Referential Instrument,2/14/25,2/14/25
XTCNDZNG3DS4,AFREUM STABLE XCD/SXCD,TMXXXX,CNDZNG3DS,PNPZVVHZN,AFREUM STABLE XCD,SXCD,Provisional,Referential Instrument,2/14/25,2/14/25
XT26SQ8BK8R2,AFREUM STABLE XOF/SXOF,TMXXXX,26SQ8BK8R,BNBRNK40K,AFREUM STABLE XOF,SXOF,Provisional,Referential Instrument,2/14/25,2/14/25
XTRB3JCQHMN8,AFREUM STABLE XPF/SXPF,TMXXXX,RB3JCQHMN,M891S3VXC,AFREUM STABLE XPF,SXPF,Provisional,Referential Instrument,2/14/25,2/14/25
XTBM7PJ8XDB8,AFREUM STABLE YER/SYER,TMXXXX,BM7PJ8XDB,6J4C27MSQ,AFREUM STABLE YER,SYER,Provisional,Referential Instrument,2/14/25,2/14/25
XT6C9LJXV2H9,AFREUM STABLE ZAR/SZAR,TMXXXX,6C9LJXV2H,GTDMWCCGZ,AFREUM STABLE ZAR,SZAR,Provisional,Referential Instrument,2/14/25,2/14/25
XT617PX5PLZ5,AFREUM STABLE ZMW/SZMW,TMXXXX,617PX5PLZ,BBCNHQ240,AFREUM STABLE ZMW,SZMW,Provisional,Referential Instrument,2/14/25,2/14/25
XTR6M56WW4P7,AFREUM STABLE ZWL/SZWL,TMXXXX,R6M56WW4P,P7MJF6MW8,AFREUM STABLE ZWL,SZWL,Provisional,Referential Instrument,2/14/25,2/14/25
XTCPLCKVT112,POPCAT/POPCAT,TMXXXX,CPLCKVT11,WCFP5ZBK5,POPCAT,POPCAT,Provisional,Referential Instrument,2/17/25,2/17/25
XTC51X1NZ1D1,POPCAT/POPCAT,TMXXXX,C51X1NZ1D,4N3FL0VSV,POPCAT,POPCAT,Provisional,Referential Instrument,2/17/25,2/17/25
DE000A4A6BG2,AMES INV. I/ZERO NRI 20341201,DSAYVM,Z2Q0NLF80,,AMES Invest 1,AMES1,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383S86,MILU - KUNST/7 ANL 20270227 USEC,DBFUGB,M15LPVTHH,,Oehlen O01032024,O01032024,Validated,Financial Instrument,2/17/25,2/17/25
DE000A4A6BT5,ARTTRADE CUS/VAR NRI 20291213,DSDVVM,60MG8KPC9,,ATTDAP 01,ATTDAP01,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383XN5,TO&CO. GMBH/VAR ANL 20270131 USEC,DBVUBB,9L5SHLQWB,,Bavaria One Advanced,EUR,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383XM7,TO&CO. GMBH/VAR ANL 20270131 USEC,DBVUBB,B57XQL92Q,,Bavaria One Junior,EUR,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383XL9,TO&CO. GMBH/VAR ANL 20270131 USEC,DBVUBB,9K0ZD0PCN,,Bavaria One Munich,EUR,Validated,Financial Instrument,2/17/25,2/17/25
DE000A4A6BK4,RIDGE INVEST ON/VAR NRI 20350401,DSMVVM,PZ2V905P2,JJKKFLXJJ;VGQ2F1B0K,Ridge Climate Forest Canada TWO,RCFCTWO,Validated,Financial Instrument,4/11/25,4/11/25
DE000A383XP0,TO&CO. GMBH/VAR ANL 20250331 USEC,DYVUXB,P8FNFWCSL,,Bavaria One Anker-Investor ISIN DE000A383XP0,EUR,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383XC8,FIMCHAIN CAP/VAR ANL 20280121 USEC,DBVUBB,RXPBN84H6,,Finchain MedTech Scaling Advanced ISIN DE000A383XC8,EUR,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383XB0,FIMCHAIN CAP/VAR ANL 20280121 USEC,DBVUBB,7QZZ4DBJG,,Finchain MedTech Scaling Junior // ISIN: DE000A383XB0,EUR,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383XA2,FIMCHAIN CAP/VAR ANL 20280121 USEC,DBVUBB,MWJCJV4NH,,Finchain MedTech Scaling Retail ISIN DE000A383XA2,EUR,Validated,Financial Instrument,2/17/25,2/17/25
DE000A4DFAE5,FRD ANDALUCIA 1/VAR ANL 20250930,DYVUXB,Z373R3ZVR,,Ocean View! Ankerinvestor ISIN DE000A4DFAE5,EUR,Validated,Financial Instrument,2/17/25,2/17/25
DE000A4DFAF2,FRD ANDALUCIA 1/VAR ANL 20250930,DYVUXB,SND488D14,,Ocean View Junior ISIN DE000A4DFAF2,EUR,Validated,Financial Instrument,2/17/25,2/17/25
DE000A4DFAH8,FRD ANDALUCIA 1/VAR ANL 20250930,DYVUXB,F7PV6R9NN,,Ocean View Senior ISIN DE000A4DFAH8,EUR,Validated,Financial Instrument,2/17/25,2/17/25
DE000A4DFAG0,FRD ANDALUCIA 1/VAR ANL 20250930,DYVUXB,B132KZS8J,,Ocean View Advanced ISIN DE000A4DFAG0,EUR,Validated,Financial Instrument,2/17/25,2/17/25
DE000A4DFAT3,WIRTS.NEUST./VAR ANL 20291201 USEC,DBVUGB,2NHT83B40,,Rouven22 Feuerwehr PV ISIN DE000A4DFAT3,R22FPV,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383WZ1,TO&CO. GMBH/10 ANL 20250930 USEC,DYFUXB,3H0HM81L1,,Isar Valley Advanced ISIN DE000A383WZ1,EUR,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383VB4,WIRTS.NEUST./VAR ANL 20291023 USEC,DBVUGB,QRJ3X9W4W,,Balneon PV ISIN DE000A383VB4,BALNEONPV,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383SR6,AREL-BAUBETREU./12 ANL 20261201,DBFUBB,KGN5G0QK2,,Am Sportplatz Spezial Investor,EUR,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383SQ8,AREL-BAUBETREU./10 ANL 20261201,DBFUBB,CDH102FVK,,Am Sportplatz Advanced,EUR,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383SP0,AREL-BAUBETREU./8 ANL 20261201 USEC,DBFUBB,Z8K7G9Q79,,Am Sportplatz Junior,EUR,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383VV2,AREL-BAUBETREU./60 ANL 20241231,DYFUXB,RC7XRDKCP,,AREL10 Ankerinvestor ISIN DE000A383VV2,EUR,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383VU4,AREL-BAUBETREU./24 ANL 20250330,DYFUXB,L1MTBPV90,,AREL10 Senior ISIN DE000A383VU4,EUR,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383Q13,LOUIS YACHT/VAR ANL 20271001 SEC,DBVSGB,3QX9NQJBP,,Carbon Elite Advanced  ISIN DE000A383Q13,EUR,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383Q05,LOUIS YACHT/VAR ANL 20271001 SEC,DBVSGB,X7QKK8J7P,,Carbon Elite Junior  ISIN DE000A383Q05,EUR,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383QW0,LOUIS YACHT/VAR ANL 20271001 SEC,DBVSGB,SS42KQQFF,,Carbon Elite  ISIN DE000A383QW0,EUR,Validated,Financial Instrument,2/17/25,2/17/25
AT0000A3DYS0,THE NAT GEM/GENS 1,EMXXXB,PPXDJWH9K,,TNG Genussschein 2024 ISIN AT0000A3DYS0,SPTNG1,Validated,Financial Instrument,2/17/25,2/17/25
DE000A4AGWC7,R.A.D.A.R. GMBH/7 IHS 20280501,DSMFVM,1ZK3JRQD0,,KAWS Black Spot K01012024 ISIN DE000A4AGWC7,K01012024,Validated,Financial Instrument,2/17/25,2/17/25
DE000A40EGD4,STADIONLIEBE/ZERO G UNL NACH,EMXXXB,3N7VLB31R,,Stadionliebe Genussschein 2024  ISIN DE000A40EGD4,SPSL1,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383J04,MH MOBILE GMBH/8 IHS 20290630 USEC,DBFUGB,JTS7BMFDZ,,MHM Eco Drive Unternehmensfinanzierung  ISIN DE000A383J04,MHMEco,Validated,Financial Instrument,2/17/25,2/17/25
DE000A4AG7X0,ARTTRADE CUS/VAR NRI 20290604,DSDVVM,HXBWJFXZ7,,ATTRAM03  ISIN DE000A4AG7X0,ATT,Validated,Financial Instrument,2/17/25,2/17/25
AT0000A3D5J8,ADO NEW MEDIA/GENS 1,EMXXXB,WLZSN2W8P,,ado Genussschein 2024  ISIN AT0000A3D5J8,SPADO1,Validated,Financial Instrument,2/17/25,2/17/25
AT0000A3CYP8,LIVE FOREVER/GENS 1,EMXXXB,7XX9WW7S3,,LFY Genussschein 2024 ISIN AT0000A3CYP8,SPLFY1,Validated,Financial Instrument,2/17/25,2/17/25
AT0000A3CYP8,LIVE FOREVER/GENS 1,EMXXXB,X5QNF35BW,,LFY Genussschein 2024 ISIN AT0000A3CYP8,SPLFY1,Validated,Financial Instrument,2/17/25,2/17/25
DE000A4AGJX0,KF IMMO GMBH/IHS 20271231 DUMMYT,EYAYFM,NV1LHNDWS,,KF5  ISIN DE000A4AGJX0,KF5,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383HL2,ARTTRADE CUS/ZT UNL DUMMYT UBES,EYAYFM,5J17R4621,,ATTUECKER01  ISIN DE000A383HL2,ATT,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383HE7,ARTTRADE CUS/VAR NRI 20290415,DSMVVM,RHKZ15G9L,,ATTRAM02  ISIN DE000A383HE7,ATT,Validated,Financial Instrument,2/17/25,2/17/25
DE000A383HD9,ARTTRADE CUS/VAR NRI 20290415,DSMVVM,KHVDC367C,,ATTRAM01  ISIN DE000A383HD9,ATT,Validated,Financial Instrument,2/17/25,2/17/25
DE000A3827T0,RENGGLI DT./7.25 IHS 20290104 USEC,DBFUBB,WTXNJZJHF,,Timpla Unternehmensfinanzierung // ISIN: DE000A3827T0,timpla_WIW,Validated,Financial Instrument,2/17/25,2/17/25
