ISIN,FISN,CFI,DTI,Linked DTI(s),DTI Long Name,DTI Short Name,DTI Status,Type,Added Date,Amended Date
XTLX44T481K9,CELERTOKEN/CELR,TMXXXX,LX44T481K,QFR51FP9K,CelerToken,CELR,Provisional,Referential Instrument,4/9/25,4/9/25
XT1C1W9704N6,AKOIN/AKN,TMXXXX,1C1W9704N,2RL6ZBC9X,Akoin,AKN,Provisional,Referential Instrument,4/9/25,4/9/25
XTK0S08G12K7,YFII FINANCE/YFII,TMXXXX,K0S08G12K,H8767TDVV;CKCGWX0P9,YFII finance,YFII,Provisional,Referential Instrument,4/11/25,4/11/25
XTGPMPV1B129,FEI USD/FEI,TMXXXX,GPMPV1B12,DT6XTG365;M50W1QH4X,Fei USD,FEI,Provisional,Referential Instrument,4/11/25,4/11/25
XT3JJ63T2TQ6,OMI TOKEN/OMI,TMXXXX,3JJ63T2TQ,PXLZ7B5Q4,OMI Token,OMI,Provisional,Referential Instrument,4/11/25,4/11/25
XTK4HV4GN5K3,MOONBEAM/GLMR,TMXXXX,K4HV4GN5K,B9T0TNB62,Moonbeam,GLMR,Provisional,Referential Instrument,4/11/25,4/11/25
XTS9PTXLJVV0,GLMR/GLMR,TMXXXX,S9PTXLJVV,47V3H0NL5,GLMR,GLMR,Provisional,Referential Instrument,4/11/25,4/11/25
XTL5C1L4H5B4,KADENA/KDA,TMXXXX,L5C1L4H5B,5HFS8PZMW,Kadena,KDA,Provisional,Referential Instrument,4/11/25,4/11/25
XTKW2NCBQ6M6,MOONRIVER/MOVR,TMXXXX,KW2NCBQ6M,ZJW681B5B,Moonriver,MOVR,Provisional,Referential Instrument,4/11/25,4/11/25
XTKLZ3KCP333,PAYCOIN/PCI,TMXXXX,KLZ3KCP33,CH3BZGW67;W5X0T8S6F,Paycoin,PCI,Provisional,Referential Instrument,4/11/25,4/11/25
XT93XJT88VH9,SECRET/SCRT,TMXXXX,93XJT88VH,B1W7D8Q8D,Secret,SCRT,Provisional,Referential Instrument,4/11/25,4/11/25
XTH76QDN5MF7,WAX/WAXP,TMXXXX,H76QDN5MF,JGGW57FD9,WAX,WAXP,Provisional,Referential Instrument,4/11/25,4/11/25
XTRGF9P4WD78,CHIA/XCH,TMXXXX,RGF9P4WD7,K40N9P386,Chia,XCH,Provisional,Referential Instrument,4/11/25,4/11/25
XTBZMFKR3562,SYMBOL/XYM,TMXXXX,BZMFKR356,NPMVTRQ2X,Symbol,XYM,Provisional,Referential Instrument,4/11/25,4/11/25
XT87L5SX99N4,ASTAR/ASTR,TMXXXX,87L5SX99N,30VMFSH1K,Astar,ASTR,Provisional,Referential Instrument,4/11/25,4/11/25
XTGBW438Z5Q1,QCASH/QC,TMXXXX,GBW438Z5Q,W7VWJSPJ3,Qcash,QC,Provisional,Referential Instrument,4/11/25,4/11/25
XT72L89HF810,OKC TOKEN/OKT,TMXXXX,72L89HF81,72L4WS94B,OKC Token,OKT,Provisional,Referential Instrument,4/11/25,4/11/25
XTZ02QWQ7FN2,XSGD/XSGD,TMXXXX,Z02QWQ7FN,7496MZP2C,XSGD,XSGD,Provisional,Referential Instrument,4/11/25,4/11/25
XTLTSB7W5CZ8,THRESHOLD NETWORK TOKEN/T,TMXXXX,LTSB7W5CZ,PNMD0SFLX,Threshold Network Token,T,Provisional,Referential Instrument,4/11/25,4/11/25
XT75KT2MP743,BINARYX/BNX,TMXXXX,75KT2MP74,8KRXNKNK0,BinaryX,BNX,Provisional,Referential Instrument,4/11/25,4/11/25
XTBFTCGQMGC5,BINARYX/BNX,TMXXXX,BFTCGQMGC,KSS111WBV,BinaryX,BNX,Provisional,Referential Instrument,4/11/25,4/11/25
XTZ2JL201QX8,BICONOMY TOKEN/BICO,TMXXXX,Z2JL201QX,74G0KS7GF,Biconomy Token,BICO,Provisional,Referential Instrument,4/11/25,4/11/25
XT3HQBD07287,MX TOKEN/MX,TMXXXX,3HQBD0728,1WGJTFBHG,MX Token,MX,Provisional,Referential Instrument,4/11/25,4/11/25
XTNJVGV88649,BELLA/BEL,TMXXXX,NJVGV8864,KS1N444VF;1FGHSCJ0S,Bella,BEL,Provisional,Referential Instrument,4/11/25,4/11/25
XTJG992N2ZH5,BELLA POS/BEL,TMXXXX,JG992N2ZH,4KQBKRTCX,Bella PoS,BEL,Provisional,Referential Instrument,4/11/25,4/11/25
XTPKS50BLR11,MITHRIL/MITH,TMXXXX,PKS50BLR1,XLC3G878P;QMH6G47W3,Mithril,MITH,Provisional,Referential Instrument,4/11/25,4/11/25
XTMBQSB4WDK0,UNFI/UNFI,TMXXXX,MBQSB4WDK,43WK0G4MT;CKXK0L272,UNFI,UNFI,Provisional,Referential Instrument,4/11/25,4/11/25
XTK41CRQCZ05,UNFI/UNFI,TMXXXX,K41CRQCZ0,M0KBCH37Q,UNFI,UNFI,Provisional,Referential Instrument,4/11/25,4/11/25
XTBL44WHVKM5,CARTESI TOKEN/CTSI,TMXXXX,BL44WHVKM,BLGCKV56D,Cartesi Token,CTSI,Provisional,Referential Instrument,4/11/25,4/11/25
XT94P6VW0XJ0,REEF FINANCE/REEF,TMXXXX,94P6VW0XJ,R4KJ7GZ0K;ZMHPT2ZQ2,Reef finance,REEF,Provisional,Referential Instrument,4/11/25,4/11/25
XTXF2FRV2PX6,BILIRA/TRYB,TMXXXX,XF2FRV2PX,B7BBPK8QM;CX40TTLS7,BiLira,TRYB,Provisional,Referential Instrument,4/11/25,4/11/25
XTXLGLF5LZ71,GAINS NETWORK/GNS,TMXXXX,XLGLF5LZ7,M4CLDSDW7,Gains Network,GNS,Provisional,Referential Instrument,4/11/25,4/11/25
XTLZGTM9GWH9,CHRONOTECH TOKEN/TIME,TMXXXX,LZGTM9GWH,GJ5LJQW13;1LW8ZQ7QK;PF7655L1W,ChronoTech Token,TIME,Provisional,Referential Instrument,4/11/25,4/11/25
XTDM8NPMHHW4,BIG TIME/TIME,TMXXXX,DM8NPMHHW,1K72DKCBK,Big Time,TIME,Provisional,Referential Instrument,4/11/25,4/11/25
XTCX8MCQ9R02,BOUNCE TOKEN/AUCTION,TMXXXX,CX8MCQ9R0,9Z70BDNZL;B79HHCW6R,Bounce Token,Auction,Provisional,Referential Instrument,4/11/25,4/11/25
XT9PJW29SF76,API3/API3,TMXXXX,9PJW29SF7,QFRLW96WD,API3,API3,Provisional,Referential Instrument,4/11/25,4/11/25
XTHRQZTB2K57,API3/API3,TMXXXX,HRQZTB2K5,R8P7W1093,API3,API3,Provisional,Referential Instrument,4/11/25,4/11/25
XTXM59GZ0012,ARPA TOKEN/ARPA,TMXXXX,XM59GZ001,LKH3QWLGX;22FJJNJZ1;72J45840H,ARPA Token,ARPA,Provisional,Referential Instrument,4/11/25,4/11/25
XTPNM7DHFVZ7,TORNADOCASH/TORN,TMXXXX,PNM7DHFVZ,CD8F7WP43;98MBBPTCK,TornadoCash,TORN,Provisional,Referential Instrument,4/11/25,4/11/25
XTW639HT10X8,STORMX/STMX,TMXXXX,W639HT10X,6G733Z1C0;J3CPZT31G,StormX,STMX,Provisional,Referential Instrument,4/11/25,4/11/25
XTTZCP3KN4J5,TROY/TROY,TMXXXX,TZCP3KN4J,ND8FQFFH9,TROY,TROY,Provisional,Referential Instrument,4/11/25,4/11/25
XT881KQBBVT2,PTOKENS GALA/GALA,TMXXXX,881KQBBVT,BQ1VT9795,pTokens GALA,GALA,Provisional,Referential Instrument,4/11/25,4/11/25
XTRG7CX35F19,GALA/GALA,TMXXXX,RG7CX35F1,J64P5J1LV,Gala,GALA,Provisional,Referential Instrument,4/11/25,4/11/25
XTPVJ4124QW4,GALA/GALA,TMXXXX,PVJ4124QW,3155F5PSS,Gala,GALA,Provisional,Referential Instrument,4/11/25,4/11/25
XT3CS7XTW793,BOT TOKEN/BOT,TMXXXX,3CS7XTW79,Z4LQD46FT,BOT Token,BOT,Provisional,Referential Instrument,4/11/25,4/11/25
XTVTP4QVSMM0,PERPETUAL/PERP,TMXXXX,VTP4QVSMM,S26C2KW0R,Perpetual,PERP,Provisional,Referential Instrument,4/11/25,4/11/25
XTHM7P0XKZN9,PERPETUAL/PERP,TMXXXX,HM7P0XKZN,ZT5GRK275,Perpetual,PERP,Provisional,Referential Instrument,4/11/25,4/11/25
XT1CT9N861W2,XT TOKEN/XT,TMXXXX,1CT9N861W,J3ZLNM7HL,XT Token,XT,Provisional,Referential Instrument,4/11/25,4/11/25
XT3395N83579,GOGOLCOIN/GOL,TMXXXX,3395N8357,7RQDPFX6D;35BSG6NKZ,Gogolcoin,GOL,Provisional,Referential Instrument,4/11/25,4/11/25
XTHP7M2N1QF1,COIN98/C98,TMXXXX,HP7M2N1QF,2B5CMBJW4;9P8HW67Z0;4DT907DF4,Coin98,C98,Provisional,Referential Instrument,4/11/25,4/11/25
XTRCGXTQ3G08,METIS TOKEN/METIS,TMXXXX,RCGXTQ3G0,PW1SD8FKL;GML246D6S;90ZSVQ1JC,Metis Token,Metis,Validated,Referential Instrument,4/11/25,4/11/25
XTK7TKSGGHC8,BONFIDA/FIDA,TMXXXX,K7TKSGGHC,LPKXFF66K,Bonfida,FIDA,Provisional,Referential Instrument,4/11/25,4/11/25
XTF94WL6LM78,VOXEL TOKEN/VOXEL,TMXXXX,F94WL6LM7,T54BNMRFN,VOXEL Token,VOXEL,Provisional,Referential Instrument,4/11/25,4/11/25
XTP8BKMK8872,VOXEL/VOXEL,TMXXXX,P8BKMK887,W30KLWNL6,VOXEL,VOXEL,Provisional,Referential Instrument,4/11/25,4/11/25
XTRJK993JQG9,BLOK/BLOK,TMXXXX,RJK993JQG,4PNL61HBD;LZM81MGKJ,BLOK,BLOK,Provisional,Referential Instrument,4/11/25,4/11/25
XTW78WR9G6C0,FC LAZIO FAN TOKEN/LAZIO,TMXXXX,W78WR9G6C,1SM976GP1,FC Lazio Fan Token,LAZIO,Provisional,Referential Instrument,4/11/25,4/11/25
XT9V48XSXL78,FC PORTO FAN TOKEN/PORTO,TMXXXX,9V48XSXL7,BVFNTJFBM,FC Porto Fan Token,PORTO,Provisional,Referential Instrument,4/11/25,4/11/25
XT8QT6TDLH72,FC SANTOS FAN TOKEN/SANTOS,TMXXXX,8QT6TDLH7,53DCR7F4Z,FC Santos Fan Token,SANTOS,Provisional,Referential Instrument,4/11/25,4/11/25
XTDCPQ78PR56,GEMINI DOLLAR/GUSD,TMXXXX,DCPQ78PR5,WBQHCRVJ0,Gemini dollar,GUSD,Provisional,Referential Instrument,4/11/25,4/11/25
XTDZ6W7LH331,GEMINI DOLLAR/GUSD,TMXXXX,DZ6W7LH33,ZX7463S7N,Gemini dollar,GUSD,Provisional,Referential Instrument,4/11/25,4/11/25
XTFW1ZJWNQV2,BURGER SWAP/BURGER,TMXXXX,FW1ZJWNQV,1VF9BXDC5,Burger Swap,BURGER,Provisional,Referential Instrument,4/11/25,4/11/25
XTW895NQJ6X1,STEEM DOLLARS/SBD,TMXXXX,W895NQJ6X,H2033SV4X,Steem Dollars,SBD,Provisional,Referential Instrument,4/11/25,4/11/25
XT8BNG34V638,SWERVE DAO TOKEN/SWRV,TMXXXX,8BNG34V63,9BH22F7Q6,Swerve DAO Token,SWRV,Provisional,Referential Instrument,4/11/25,4/11/25
XTB1P335VP18,TELLOR TRIBUTES/TRB,TMXXXX,B1P335VP1,F4JQJLCFP;510BQMK10;NG7JVPZR1;JC5GK63XK;X2JWTZP4D,Tellor Tributes,TRB,Provisional,Referential Instrument,4/11/25,4/11/25
XT6RSGD0V2H1,TELLOR TRIBUTES/1TRB,TMXXXX,6RSGD0V2H,4KNVZ4G11,Tellor Tributes,1TRB,Provisional,Referential Instrument,4/11/25,4/11/25
XT395X3LDKS6,WATER/WTR,TMXXXX,395X3LDKS,54QPBR5P3,Water,WTR,Provisional,Referential Instrument,4/11/25,4/11/25
XT91F508LJT8,DINARCOIN/DINC,TMXXXX,91F508LJT,7MKJXFW7V,Dinarcoin,DINC,Provisional,Referential Instrument,4/11/25,4/11/25
XT36176WRNG8,GLOBAL TRADE UNIT/GTU,TMXXXX,36176WRNG,6PHT63VZJ,Global Trade Unit,GTU,Provisional,Referential Instrument,4/11/25,4/11/25
XT130W9TDKG2,NFTNETWORK/NFTN,TMXXXX,130W9TDKG,123ZSRM6D,NFTNetwork,NFTN,Provisional,Referential Instrument,4/11/25,4/11/25
XTR17VBWQ6C2,COMPOUND USD COIN/CUSDC,TMXXXX,R17VBWQ6C,MH7QMBCVF,Compound USD Coin,cUSDC;CUSDC,Provisional,Referential Instrument,4/11/25,11/25/25
DE000A4DFLZ7,AREAM SO.FIN/VAR ANL 20301008 USEC,DBVUGB,V97ZQKP8S,,Aream Green Bond digital,AreamGrBo,Validated,Financial Instrument,4/11/25,4/11/25
XTWJV6THJ2D8,EUROD/EUROD,TMXXXX,WJV6THJ2D,H1LDKQR5B,EUROD,EUROD,Provisional,Referential Instrument,4/22/25,4/22/25
XTTDS6NVZ461,OSMOSIS/OSMO,TMXXXX,TDS6NVZ46,RS9SFC444;S87NJRT7T;XJJVDPSK0,Osmosis,OSMO,Provisional,Referential Instrument,4/22/25,4/22/25
XTXZ85SNX8N3,OSMOSIS POS/OSMO,TMXXXX,XZ85SNX8N,D3S7BV71L,Osmosis PoS,OSMO,Provisional,Referential Instrument,4/22/25,4/22/25
XTBDK2PDLMG8,OSMOSIS/OSMO,TMXXXX,BDK2PDLMG,HDSVVVJ0J,Osmosis,OSMO,Provisional,Referential Instrument,4/22/25,4/22/25
XTF9L132RSJ9,OSMO/OSMO,TMXXXX,F9L132RSJ,G6JFHNCZ2,OSMO,OSMO,Provisional,Referential Instrument,4/22/25,4/22/25
XTTDDNSZP8W2,OCEAN TOKEN/OCEAN,TMXXXX,TDDNSZP8W,K9NSZWF6J,Ocean Token,OCEAN,Provisional,Referential Instrument,4/22/25,4/22/25
XT1QM2QZQ5N3,BANDTOKEN/BAND,TMXXXX,1QM2QZQ5N,D1MPWZP6C;WZV5DWBN8;45J3BLQQC,BandToken,BAND,Provisional,Referential Instrument,4/22/25,4/22/25
XTXL8B0LXSF2,BANDTOKEN ON XDAI/BAND,TMXXXX,XL8B0LXSF,LHM0LH8BQ,BandToken on xDai,BAND,Provisional,Referential Instrument,4/22/25,4/22/25
XTMQ9RBPS5Q9,PROSPER/PROS,TMXXXX,MQ9RBPS5Q,B1R5WV8J1;L9CXZ2MSP,Prosper,PROS,Provisional,Referential Instrument,4/22/25,4/22/25
XTPK8VF9LQ07,PROSPER/PROS,TMXXXX,PK8VF9LQ0,9431G61CB,Prosper,PROS,Provisional,Referential Instrument,4/22/25,4/22/25
XTG93K15F955,LTO NETWORK/LTO,TMXXXX,G93K15F95,381CX506V;VB2VZNNP0;QV0BSWBRF,LTO Network,LTO,Provisional,Referential Instrument,4/22/25,4/22/25
XTC03MS3PW12,PHALA/PHA,TMXXXX,C03MS3PW1,FF0QGWV85,Phala,PHA,Provisional,Referential Instrument,4/22/25,4/22/25
XTWFB47NDGV5,TFUEL/TFUEL,TMXXXX,WFB47NDGV,N82FX493S,TFUEL,TFUEL,Provisional,Referential Instrument,4/22/25,4/22/25
XT88V0MHNK04,SOLA TOKEN/SOLA,TMXXXX,88V0MHNK0,FXLLS1VBR,SOLA Token,SOLA,Provisional,Referential Instrument,4/22/25,4/22/25
XTCLN52KS0K1,SSV NETWORK/SSV,TMXXXX,CLN52KS0K,Q482DNNV9,ssv network,SSV,Provisional,Referential Instrument,4/22/25,4/22/25
XTG5NG1BSGF6,ELF WALLET/ELF,TMXXXX,G5NG1BSGF,65JCXKXDH;680MGXDJF,ELF wallet,ELF,Provisional,Referential Instrument,4/22/25,4/22/25
XTCKFKPWMS61,VERASITY/VRA,TMXXXX,CKFKPWMS6,QR2PP5XM7,Verasity,VRA,Provisional,Referential Instrument,4/22/25,4/22/25
XTV1S5320J78,VIRTUA/TVK,TMXXXX,V1S5320J7,Q3KN11TMS,Virtua,TVK,Provisional,Referential Instrument,4/22/25,4/22/25
XTN3K1P14QN8,HASHFLOW/HFT,TMXXXX,N3K1P14QN,9ZZS6Q0NJ,Hashflow,HFT,Provisional,Referential Instrument,4/22/25,4/22/25
XTBCL0F96GF6,QI DAO/QI,TMXXXX,BCL0F96GF,Q5V7P2WGB,Qi Dao,QI,Provisional,Referential Instrument,4/22/25,4/22/25
XTV29TD6S321,ALPINE FAN TOKEN/ALPINE,TMXXXX,V29TD6S32,9V66W5M31,ALPINE Fan Token,ALPINE,Provisional,Referential Instrument,4/22/25,4/22/25
XTPBVTW87G48,LEVERFI/LEVER,TMXXXX,PBVTW87G4,2XVQCZ90M,LeverFi,LEVER,Provisional,Referential Instrument,4/22/25,4/22/25
XTKH0NHJGGH7,VITE/VITE,TMXXXX,KH0NHJGGH,C0K4V8MQV;XZS87THM0;Z8GP84W3S;86P4M76RX,VITE,VITE,Provisional,Referential Instrument,4/22/25,4/22/25
XTNWDMW8DGQ1,LINEAR FINANCE/LINA,TMXXXX,NWDMW8DGQ,RCPCV18GL;2GJ0TGPD4,Linear Finance,LINA,Provisional,Referential Instrument,4/22/25,4/22/25
XTFHL49H9NZ0,LINA NETWORK/LINA,TMXXXX,FHL49H9NZ,ST2TSCVS5,Lina Network,LINA,Provisional,Referential Instrument,4/22/25,4/22/25
XT2RDHVSGPJ3,QUARKCHAIN/QKC,TMXXXX,2RDHVSGPJ,2685VTQTR,QuarkChain,QKC,Provisional,Referential Instrument,4/22/25,4/22/25
XTXVVR6FX588,BARNBRIDGE/BOND,TMXXXX,XVVR6FX58,R1L0DLSP1,BarnBridge,BOND,Provisional,Referential Instrument,4/22/25,4/22/25
XT5KWTV929S4,AS ROMA/ASR,TMXXXX,5KWTV929S,H5MHJKCMH,AS Roma,ASR,Provisional,Referential Instrument,4/22/25,4/22/25
XTD0JZ1QQKB4,REFEREUM/RFR,TMXXXX,D0JZ1QQKB,QXG6N01MP,Refereum,RFR,Provisional,Referential Instrument,4/22/25,4/22/25
XTT28VG7QV98,SKYGATE TOKEN/SKYG,TMXXXX,T28VG7QV9,QC5KRWKF8,SKYGATE TOKEN,SKYG,Provisional,Referential Instrument,4/22/25,4/22/25
XTTLBHSHXVZ3,JUVENTUS/JUV,TMXXXX,TLBHSHXVZ,SKQJ8Z2MJ,Juventus,JUV,Provisional,Referential Instrument,4/22/25,4/22/25
XT50VKK1B1X1,MAVERICK PROTOCOL/MAV,TMXXXX,50VKK1B1X,77MKZP5F9;DMXCFHSGP,Maverick Protocol,MAV,Provisional,Referential Instrument,4/22/25,4/22/25
XTN3WPH5S854,MASSIVE PROTOCOL/MAV,TMXXXX,N3WPH5S85,T9V7CHLSZ,Massive Protocol,MAV,Provisional,Referential Instrument,4/22/25,4/22/25
XTK4ZWXQ8M15,HEROES OF MAVIA/MAVIA,TMXXXX,K4ZWXQ8M1,GKXSZ5VM0,Heroes of Mavia,MAVIA,Provisional,Referential Instrument,4/22/25,4/22/25
XTCFT2WVB5L7,MEASUARABLE DATA TOKEN/MDT,TMXXXX,CFT2WVB5L,B95X33147;QHK63QF47,Measuarable Data Token,MDT,Provisional,Referential Instrument,4/22/25,4/22/25
XT277TFB1R46,META DANCE/MDT,TMXXXX,277TFB1R4,68QCBBC8D,Meta Dance,MDT,Provisional,Referential Instrument,4/22/25,4/22/25
XTBCBLPFRBX1,ZKSYNC/ZK,TMXXXX,BCBLPFRBX,HKL2NKLD8,ZKsync,ZK,Provisional,Referential Instrument,4/22/25,4/22/25
XT4FGSX3HNK8,ACA TOKEN/ACA,TMXXXX,4FGSX3HNK,V6HT38SS8,ACA Token,ACA,Provisional,Referential Instrument,4/22/25,4/22/25
XTRJHKGLV796,ACA/ACA,TMXXXX,RJHKGLV79,Z9H5Z5HJ9,ACA,ACA,Provisional,Referential Instrument,4/22/25,4/22/25
XTFMH67BDD78,EVEREST/ID,TMXXXX,FMH67BDD7,QHW6CQWGJ,Everest,ID,Provisional,Referential Instrument,4/22/25,4/22/25
XTMD3L6D9M38,MILK/MILK,TMXXXX,MD3L6D9M3,5QXDG9149,MILK,MILK,Provisional,Referential Instrument,4/22/25,4/22/25
XTS621HFJ9Z0,OPTIONFLOWTOKEN/OPT,TMXXXX,S621HFJ9Z,602XSM6GX,OptionFlowToken,OPT,Provisional,Referential Instrument,4/22/25,4/22/25
XT2WTT2M7FF8,MANCIPI/MC314,TMXXXX,2WTT2M7FF,251MT2HPW,MANCIPI,MC314,Provisional,Referential Instrument,4/22/25,4/22/25
XT3018X51VR1,BINANCE PEGGED DOGECOIN/DOGE,TMXXXX,3018X51VR,H2HH5KSSH,Binance Pegged Dogecoin,DOGE,Provisional,Referential Instrument,4/22/25,4/22/25
XT1LZW7HGZV1,ARBDOGE AI/AIDOGE,TMXXXX,1LZW7HGZV,Z850KSNZX,ArbDoge AI,AIDOGE,Provisional,Referential Instrument,4/22/25,4/22/25
XTHFXFXNZHR7,TOOLY I AM KING/DOGE,TMXXXX,HFXFXNZHR,JDNXNJ3NC,TOOLY I Am King,DOGE,Provisional,Referential Instrument,4/22/25,4/22/25
XTV7QWSJHKQ2,DOGE 2 0/DOGE,TMXXXX,V7QWSJHKQ,CJSR0TVKC,DOGE 2 0,DOGE,Provisional,Referential Instrument,4/22/25,4/22/25
XTJGQSN3D0H0,DOGE/DOGE,TMXXXX,JGQSN3D0H,18VXVXV30,DOGE,DOGE,Provisional,Referential Instrument,4/22/25,4/22/25
XT4PGTR0HHM7,DOGECOIN X/DOGE,TMXXXX,4PGTR0HHM,KBLNTRFT0,DOGECOIN X,DOGE,Provisional,Referential Instrument,4/22/25,4/22/25
XTC8FVLBV3K0,SPACE DOGE/DOGE,TMXXXX,C8FVLBV3K,VPP7M4S3Z,SPACE DOGE,DOGE,Provisional,Referential Instrument,4/22/25,4/22/25
XTTCHG7L4CK7,ELON DOGE/DOGE,TMXXXX,TCHG7L4CK,RKLZXFC87,ELON DOGE,DOGE,Provisional,Referential Instrument,4/22/25,4/22/25
XTPHWHWLCNC9,SUPER DOGE/DOGE,TMXXXX,PHWHWLCNC,9QN2J4TN5,SUPER DOGE,DOGE,Provisional,Referential Instrument,4/22/25,4/22/25
XTDTG79KS9B0,DOGE SATELITTE INU/DOGE,TMXXXX,DTG79KS9B,ZXMG7KV4S,DOGE SATELITTE INU,DOGE,Provisional,Referential Instrument,4/22/25,4/22/25
XTTHLMQR6X06,WHALES DOGE/DOGE,TMXXXX,THLMQR6X0,HFPKDBCTH,WHALES DOGE,DOGE,Provisional,Referential Instrument,4/22/25,4/22/25
XTT94PR6PH24,BRIDGED DOGECOIN/DOGE,TMXXXX,T94PR6PH2,QMXWNQ0T1,Bridged Dogecoin,DOGE,Provisional,Referential Instrument,4/22/25,4/22/25
XT10G31SK868,DOGWIFHAT/WIF,TMXXXX,10G31SK86,R5M1NMD2C,dogwifhat,WIF,Provisional,Referential Instrument,4/22/25,4/22/25
XTQCXRX8SQB1,WIF/WIF,TMXXXX,QCXRX8SQB,P0F6RDF2L,WIF,WIF,Provisional,Referential Instrument,4/22/25,4/22/25
XTSCB411WJ49,JUPITER/JUP,TMXXXX,SCB411WJ4,NKK8ZTL3N,Jupiter,JUP,Provisional,Referential Instrument,4/22/25,4/22/25
XTLKWXN892M9,JUPITER/JUP,TMXXXX,LKWXN892M,DNM47QNP7;PM4248QB4,Jupiter,JUP,Provisional,Referential Instrument,4/22/25,4/22/25
XTH6KJTT0CP9,BONK/BONK,TMXXXX,H6KJTT0CP,89NNGP3K9,Bonk,Bonk,Provisional,Referential Instrument,4/22/25,4/22/25
XTDNTG911M77,BONK/BONK,TMXXXX,DNTG911M7,GWNW2KCWC,Bonk,BONK,Provisional,Referential Instrument,4/22/25,4/22/25
XTXWTK9KZB38,SUPER BONK/BONK,TMXXXX,XWTK9KZB3,T0BJXLRC0,SUPER BONK,BONK,Provisional,Referential Instrument,4/22/25,4/22/25
XTQGFH893PC4,BONK ON BASE/BONK,TMXXXX,QGFH893PC,C7NSXFFG5,Bonk on Base,BONK,Provisional,Referential Instrument,4/22/25,4/22/25
XT742WN03XK3,BONK/BONK,TMXXXX,742WN03XK,9MKNBZ655,BONK,BONK,Provisional,Referential Instrument,4/22/25,4/22/25
XT1SFVHHH069,STOICDAO/ZETA,TMXXXX,1SFVHHH06,17HBZ5XCJ,stoicDAO,ZETA,Provisional,Referential Instrument,4/22/25,4/22/25
XT9BJJBHB210,ZETA/ZETA,TMXXXX,9BJJBHB21,MKF3XGBJ0;W3PNWZCTB,Zeta,ZETA,Provisional,Referential Instrument,4/22/25,4/22/25
XT5TS6950QM6,IRISNET/IRIS,TMXXXX,5TS6950QM,WHHCGRLK1;PCZ8FM2KX;4MCGHBNCC,IRISnet,IRIS,Provisional,Referential Instrument,4/22/25,4/22/25
XTV0069PC6L9,IRIS/IRIS,TMXXXX,V0069PC6L,ML8G8X1V9,IRIS,IRIS,Provisional,Referential Instrument,4/22/25,4/22/25
XT1SL20Z9P17,AETHIR TOKEN/ATH,TMXXXX,1SL20Z9P1,1KL3XR8W5,Aethir Token,ATH,Provisional,Referential Instrument,4/22/25,4/22/25
XT5WZXL33SN7,BANANA/BANANA,TMXXXX,5WZXL33SN,V4X8PQ8FF,Banana,BANANA,Provisional,Referential Instrument,4/22/25,4/22/25
XT46NJD6NHX5,BITSCRUNCH TOKEN/BCUT,TMXXXX,46NJD6NHX,BBVQNBC49,bitsCrunch Token,BCUT,Provisional,Referential Instrument,4/22/25,4/22/25
XTNJP8NH5JB1,ROOK/ROOK,TMXXXX,NJP8NH5JB,L18GNGGX2,ROOK,ROOK,Provisional,Referential Instrument,4/22/25,4/22/25
XTTBJRP1QWJ7,HIVE/HIVE,TMXXXX,TBJRP1QWJ,SW2NXBK4D,Hive,HIVE,Provisional,Referential Instrument,4/22/25,4/22/25
XT1WNGQQD471,HIVE DOLLAR/HBD,TMXXXX,1WNGQQD47,99XCCNBHW,Hive Dollar,HBD,Provisional,Referential Instrument,4/22/25,4/22/25
XTHH35JRTRS0,REI NETWORK/REI,TMXXXX,HH35JRTRS,3V8HC9R43,REI Network,REI,Provisional,Referential Instrument,4/22/25,4/22/25
XTB6SMW20CQ8,DOUBLEZERO/2Z,TMXXXX,B6SMW20CQ,BP6P665TJ,DoubleZero,2Z,Provisional,Referential Instrument,4/22/25,4/22/25
XTZXSKLRGHR8,ACETOKEN/ACE,TMXXXX,ZXSKLRGHR,L9L5XQX5V,ACEToken,ACE,Provisional,Referential Instrument,4/22/25,4/22/25
XTP6F55ZSN16,AC MILAN/ACM,TMXXXX,P6F55ZSN1,X40KMGXMJ,AC Milan,ACM,Provisional,Referential Instrument,4/22/25,4/22/25
XT7MDFJR8W62,ACS/ACS,TMXXXX,7MDFJR8W6,JR0HWNPSC,ACS,ACS,Provisional,Referential Instrument,4/22/25,4/22/25
XTH4JMWRVR63,ACT I THE AI PROPHECY/ACT,TMXXXX,H4JMWRVR6,Z4MNJTCS3,Act I The AI Prophecy,ACT,Provisional,Referential Instrument,4/22/25,4/22/25
XT54CWD3QSG2,ALKIMI/ADS,TMXXXX,54CWD3QSG,HL3C0GQQ4,Alkimi,ADS,Provisional,Referential Instrument,4/22/25,4/22/25
XT470JF4H4W3,AKT/AKT,TMXXXX,470JF4H4W,H6Q3ZTFKM,AKT,AKT,Provisional,Referential Instrument,4/22/25,4/22/25
XTP487ZZRG16,ALLIANCEBLOCK TOKEN/ALBT,TMXXXX,P487ZZRG1,PSTHR9DXT,AllianceBlock Token,ALBT,Provisional,Referential Instrument,4/22/25,4/22/25
XT4HTPHX7D37,APPLE/AMB,TMXXXX,4HTPHX7D3,GDBFM94L0,Apple,AMB,Provisional,Referential Instrument,4/22/25,4/22/25
